domain	r_domain
gestationaldiabetesdietmealplan.com	com.gestationaldiabetesdietmealplan
thoughtsfromgeeks.com	com.thoughtsfromgeeks
herbsforhealing.co.uk	uk.co.herbsforhealing
traditionalcomplementaryhealth.com	com.traditionalcomplementaryhealth
northern-express.com	com.northern-express
psychedelichosting.info	info.psychedelichosting
mybabyhaseczema.com	com.mybabyhaseczema
recipeofhealth.com	com.recipeofhealth
cohenandrosen.com	com.cohenandrosen
furchildpets.com	com.furchildpets
remakingamericanmedicine.org	org.remakingamericanmedicine
psinergyhealth.com	com.psinergyhealth
kppusa.com	com.kppusa
thebeauty-healthblog.com	com.thebeauty-healthblog
seasonsmedical.com	com.seasonsmedical
advfootankle.com	com.advfootankle
purelyhealthdirect.co.uk	uk.co.purelyhealthdirect
shophealthy.in	in.shophealthy
therabis.com	com.therabis
52weekschallenge.com	com.52weekschallenge
sowasowa.info	info.sowasowa
mvpeds.com	com.mvpeds
beginnersyogaguide.com	com.beginnersyogaguide
mybigfatcubanfamily.com	com.mybigfatcubanfamily
kidstraveldoc.com	com.kidstraveldoc
moretonhallhealthclub.co.uk	uk.co.moretonhallhealthclub
ovariancystatoz.com	com.ovariancystatoz
thestretchmarktherapy.com	com.thestretchmarktherapy
skondor.com	com.skondor
hipknee.com	com.hipknee
crohnsdiseasecauses.com	com.crohnsdiseasecauses
weightlossslimmingpills.net	net.weightlossslimmingpills
forfaitmobile.fr	fr.forfaitmobile
cooksitnow.com	com.cooksitnow
calumetemergencyvetclinic.com	com.calumetemergencyvetclinic
cowgirlzenentertainment.com	com.cowgirlzenentertainment
thepediatric.com	com.thepediatric
healthinchicago.info	info.healthinchicago
biastrak.com	com.biastrak
achievesolutions.net	net.achievesolutions
kurushiunai.jp	jp.kurushiunai
nimblediagnostics.co.uk	uk.co.nimblediagnostics
steubenvalleypodiatry.com	com.steubenvalleypodiatry
thestandardnewspaper.ca	ca.thestandardnewspaper
warmlynourished.com	com.warmlynourished
fleshlight-international.eu	eu.fleshlight-international
galaxynote7info.com	com.galaxynote7info
chiropracticwellnessgroup.com	com.chiropracticwellnessgroup
danroberts.com	com.danroberts
drscabies.com	com.drscabies
directlyfromnature.com	com.directlyfromnature
ujwwi.us	us.ujwwi
nutritiapedia.org	org.nutritiapedia
druglead.com	com.druglead
topskinlighteningcreams.org	org.topskinlighteningcreams
rebeccagraceandrews.com	com.rebeccagraceandrews
healthynatured.com	com.healthynatured
theskepticalnutritionist.com	com.theskepticalnutritionist
hbiliceremoval.com	com.hbiliceremoval
motherforlife.com	com.motherforlife
ijhonline.org	org.ijhonline
slideserve.com	com.slideserve
marinhhs.org	org.marinhhs
aleve.com	com.aleve
dinosaurswithlaserz.com	com.dinosaurswithlaserz
kidsinthecapital.ca	ca.kidsinthecapital
bestweightlosstea.net	net.bestweightlosstea
utahrare.org	org.utahrare
stylecaster.com	com.stylecaster
afcurgentcarespringfield.com	com.afcurgentcarespringfield
homeremedieslog.com	com.homeremedieslog
stepkenshop.com	com.stepkenshop
corruptdesignlab.com	com.corruptdesignlab
scielo.br	br.scielo
herbs.org.nz	nz.org.herbs
lcahudsonvalley.com	com.lcahudsonvalley
beautisecrets.com	com.beautisecrets
livingnaturally.com	com.livingnaturally
pinnaclefamilydoctor.com	com.pinnaclefamilydoctor
ekincare.com	com.ekincare
theage.com.au	au.com.theage
movingwithease.com.au	au.com.movingwithease
hiddentreasuresinhonduras.com	com.hiddentreasuresinhonduras
theindependentpharmacy.co.uk	uk.co.theindependentpharmacy
tiptoplifestyle.com	com.tiptoplifestyle
chattafac.com	com.chattafac
caringpeopleinc.com	com.caringpeopleinc
massage-southampton.co.uk	uk.co.massage-southampton
osteoactive.com.au	au.com.osteoactive
faithkristina.com	com.faithkristina
chefgwen.com.au	au.com.chefgwen
miqyes.net	net.miqyes
vitiligosupport.org.uk	uk.org.vitiligosupport
essaytown.com	com.essaytown
paperockettes.us	us.paperockettes
solutions4hairloss.com	com.solutions4hairloss
dietpillreviewer.co.uk	uk.co.dietpillreviewer
drjeffdill.com	com.drjeffdill
fastarthritispainrelief.com	com.fastarthritispainrelief
nimblediagnostics.com	com.nimblediagnostics
modem-dementia.org.uk	uk.org.modem-dementia
mbfrehab.com	com.mbfrehab
connectrx.com	com.connectrx
absiortho.com	com.absiortho
symptoms101.com	com.symptoms101
liceclinicsoc.com	com.liceclinicsoc
vandayoga.com	com.vandayoga
polinowellness.com	com.polinowellness
upstatestudios.com.au	au.com.upstatestudios
mamabreak.com	com.mamabreak
foliummedica.com	com.foliummedica
sozoclinic.sg	sg.sozoclinic
shoppingexpress.pk	pk.shoppingexpress
naturesgift.com	com.naturesgift
heatherbrucehealing.com	com.heatherbrucehealing
wellprevail.com	com.wellprevail
globalbersih.org	org.globalbersih
naturallyorganic.co.nz	nz.co.naturallyorganic
yogaplustherapies.com	com.yogaplustherapies
longevitymedical.com	com.longevitymedical
thehealthcast.com	com.thehealthcast
chadronschools.org	org.chadronschools
footandanklespecialistsofct.com	com.footandanklespecialistsofct
thomsonmedical.com	com.thomsonmedical
bellyvideos.com	com.bellyvideos
cures4you.net	net.cures4you
cambridge-news.co.uk	uk.co.cambridge-news
toppikmalaysia.com	com.toppikmalaysia
associatedfootandanklecare.com	com.associatedfootandanklecare
guzelwebtasarim.com	com.guzelwebtasarim
kkjbxpphzfdhke.gq	gq.kkjbxpphzfdhke
strainee.com	com.strainee
ekfdiagnostics.com	com.ekfdiagnostics
tobaccoinduceddiseases.org	org.tobaccoinduceddiseases
dontcookyourballs.com	com.dontcookyourballs
chrot.ml	ml.chrot
ommcomnews.com	com.ommcomnews
arupconsult.com	com.arupconsult
simplerecipebox.com	com.simplerecipebox
foodinloveout.com	com.foodinloveout
nutricareplus.com	com.nutricareplus
doctorslounge.com	com.doctorslounge
symbiopathic.com	com.symbiopathic
preciouspets.org	org.preciouspets
thestephencarlin.com	com.thestephencarlin
recoveringself.com	com.recoveringself
asolutionb.com	com.asolutionb
puntodemo.com	com.puntodemo
ivanrus.ru	ru.ivanrus
exerciseright.com.au	au.com.exerciseright
qmul.ac.uk	uk.ac.qmul
myhappyfoot.com	com.myhappyfoot
thewoksoflife.com	com.thewoksoflife
heartonline.org.au	au.org.heartonline
pharmacydirect.co.nz	nz.co.pharmacydirect
healthylivingonline.co	co.healthylivingonline
thatssuperfood.com	com.thatssuperfood
bostonglobe.com	com.bostonglobe
iowafoot.com	com.iowafoot
northerndaisy.com	com.northerndaisy
arganoil-benefits.com	com.arganoil-benefits
tunicatemeeting.info	info.tunicatemeeting
junkieyard.com	com.junkieyard
vampiremaman.com	com.vampiremaman
healthbenefitstimes.com	com.healthbenefitstimes
gentlenursery.com	com.gentlenursery
sillyvoices.com	com.sillyvoices
iresearchnet.com	com.iresearchnet
cheapestinindia.com	com.cheapestinindia
allergicliving.com	com.allergicliving
canadiangoodneighborpharmacy.com	com.canadiangoodneighborpharmacy
health.vic.gov.au	au.gov.vic.health
adobe.com	com.adobe
carusoptrd.com	com.carusoptrd
teara.govt.nz	nz.govt.teara
tensunithub.com	com.tensunithub
babyology.com.au	au.com.babyology
akronmohs.com	com.akronmohs
babycenter.com.au	au.com.babycenter
miosuperhealth.com	com.miosuperhealth
fifigoesnom.com	com.fifigoesnom
scentedbalance.com	com.scentedbalance
hud.ac.uk	uk.ac.hud
buddypills.com	com.buddypills
cleanprogram.com	com.cleanprogram
drdansnaturalhealing.com	com.drdansnaturalhealing
besthairgrowthvitamins.com	com.besthairgrowthvitamins
newenglandfootandankle.com	com.newenglandfootandankle
ktcvina.com.vn	vn.com.ktcvina
how-to-fight-depression.com	com.how-to-fight-depression
medsoffers.net	net.medsoffers
thenaturalfertilitycentre.com	com.thenaturalfertilitycentre
whyborealis.ca	ca.whyborealis
fremontfootdoctor.com	com.fremontfootdoctor
bkbotanicals.com	com.bkbotanicals
bonesmart.org	org.bonesmart
magnosphere.co.uk	uk.co.magnosphere
birchhillhappenings.net	net.birchhillhappenings
northernlighttechnologies.com	com.northernlighttechnologies
thenhbushman.com	com.thenhbushman
healthversed.com	com.healthversed
thebeautyaddict.com	com.thebeautyaddict
theasthmacenter.org	org.theasthmacenter
v-comb.com	com.v-comb
paralel.rs	rs.paralel
cabothealth.com.au	au.com.cabothealth
austral-asia.com.au	au.com.austral-asia
diabetesstrong.com	com.diabetesstrong
shelleynoonan.com	com.shelleynoonan
survivaltek.com	com.survivaltek
pillsthatkill.com	com.pillsthatkill
drmcdougall.com	com.drmcdougall
springvillepeds.com	com.springvillepeds
essentialoil.net	net.essentialoil
drhardick.com	com.drhardick
greatfamilyhome.com	com.greatfamilyhome
warwick.ac.uk	uk.ac.warwick
smartwomanshealth.com	com.smartwomanshealth
healthduties.com	com.healthduties
salmoncollagen.com	com.salmoncollagen
decasamuebles.com.co	co.com.decasamuebles
capenet.com	com.capenet
brooklyn-podiatrists.com	com.brooklyn-podiatrists
pilatesmanchester.com	com.pilatesmanchester
comfortpodiatrygroup.com	com.comfortpodiatrygroup
engineeringevil.com	com.engineeringevil
solutionfact.com	com.solutionfact
essentialoilhaven.com	com.essentialoilhaven
sahealth.com	com.sahealth
picclick.com.au	au.com.picclick
schaffyogatherapy.com	com.schaffyogatherapy
yogabreak.com.au	au.com.yogabreak
sanofigenzyme.com	com.sanofigenzyme
vsebolezni.com	com.vsebolezni
bluegrass-podiatry.com	com.bluegrass-podiatry
fratigelatocafe.com	com.fratigelatocafe
theeverygirl.com	com.theeverygirl
my-pharmacy-shop.com	com.my-pharmacy-shop
paindoctor.com	com.paindoctor
sochi.edu	edu.sochi
promired.com	com.promired
internationalinside.com	com.internationalinside
biffbampop.com	com.biffbampop
thebabycorner.com	com.thebabycorner
9zp.info	info.9zp
drprincetta.com	com.drprincetta
healthiernotions.com	com.healthiernotions
mdnxs.com	com.mdnxs
anupamghose.com	com.anupamghose
willowmassage.co.uk	uk.co.willowmassage
migrainedisability.net	net.migrainedisability
4woman.org	org.4woman
dietdoctor.com	com.dietdoctor
ultraankle.com	com.ultraankle
express.co.uk	uk.co.express
weishendopublications.com	com.weishendopublications
integratedhealthblog.com	com.integratedhealthblog
krpt.co.uk	uk.co.krpt
rethwillchiroclinic.com	com.rethwillchiroclinic
60q.info	info.60q
billingsclinic.org	org.billingsclinic
goudelis.gr	gr.goudelis
whatisall.com	com.whatisall
nigeriagalleria.com	com.nigeriagalleria
buy-canadapharmacy.com	com.buy-canadapharmacy
precisionfootandanklecenters.com	com.precisionfootandanklecenters
apta.org	org.apta
fresnochiropracticcenter.com	com.fresnochiropracticcenter
yourfirstpharmajob.com	com.yourfirstpharmajob
yogaforpaincare.com	com.yogaforpaincare
zoejo.com	com.zoejo
homeopathyplus.com	com.homeopathyplus
comberskc.com	com.comberskc
dodsonshealthfood.com	com.dodsonshealthfood
stlwomenscareconsultants.com	com.stlwomenscareconsultants
tchoice.com.hk	hk.com.tchoice
vitaminglobal.com	com.vitaminglobal
whitefishchiropractor.com	com.whitefishchiropractor
ovendriedtomatoes.com	com.ovendriedtomatoes
potentialkey.com	com.potentialkey
gardenguides.com	com.gardenguides
direfarebaciare.to.it	it.to.direfarebaciare
ocpodiatry.com	com.ocpodiatry
braceandsupportblog.com	com.braceandsupportblog
yafayoga.org	org.yafayoga
worryproofmd.com	com.worryproofmd
dip.jp	jp.dip
abchomeopathy.com	com.abchomeopathy
brooklynbridgepediatrics.com	com.brooklynbridgepediatrics
ladibugsinc.com	com.ladibugsinc
liceliftersdfw.com	com.liceliftersdfw
reliablerxpharmacy.com	com.reliablerxpharmacy
jointhealth.org	org.jointhealth
foodrecap.com	com.foodrecap
kirklandminoxidiluk.com	com.kirklandminoxidiluk
joythroughchaos.com	com.joythroughchaos
aromaworx.ca	ca.aromaworx
paragonchiropractic.com	com.paragonchiropractic
mirandacastro.com	com.mirandacastro
milwaukeeorthopaedics.com	com.milwaukeeorthopaedics
ilovecrete.eu	eu.ilovecrete
patientslounge.com	com.patientslounge
healthcare-journal.com	com.healthcare-journal
defenderministries.com	com.defenderministries
thefitglobal.com	com.thefitglobal
chinesenaturalherbs.com	com.chinesenaturalherbs
tftn.org	org.tftn
iambeautiful.be	be.iambeautiful
fitnessgymyoga.com	com.fitnessgymyoga
rmsboca.com	com.rmsboca
remedy-info.com	com.remedy-info
peacefuldumpling.com	com.peacefuldumpling
aromedica.com	com.aromedica
magnusnaturalremedies.com	com.magnusnaturalremedies
etcfblog.com	com.etcfblog
luzurx.com	com.luzurx
realug.ru	ru.realug
graphicalibi.com	com.graphicalibi
md-health.com	com.md-health
procolloidalsilver.com	com.procolloidalsilver
americannutritionassociation.org	org.americannutritionassociation
yogaactivist.org	org.yogaactivist
valleychiropractic.com	com.valleychiropractic
lamsimsinhvien.info	info.lamsimsinhvien
metrointegrative.com	com.metrointegrative
depression-help-for-you.com	com.depression-help-for-you
spahuahin.net	net.spahuahin
vibroacoustictherapy.org	org.vibroacoustictherapy
naturalbiblicalhealth.com	com.naturalbiblicalhealth
gohair.com	com.gohair
117-hudson.com	com.117-hudson
runmoab.com	com.runmoab
ijcm.org.in	in.org.ijcm
tartqueenskitchen.com	com.tartqueenskitchen
popthepimples.com	com.popthepimples
ovulation-calculator.com	com.ovulation-calculator
drchuang.com	com.drchuang
suzannerbanks.blog	blog.suzannerbanks
bellatory.com	com.bellatory
scientificwellness.com	com.scientificwellness
questforhealthkc.com	com.questforhealthkc
coleclinic.com	com.coleclinic
organicmama.com.hk	hk.com.organicmama
accessnaturalhealing.com	com.accessnaturalhealing
deseretnews.com	com.deseretnews
burn.life	life.burn
memphishealthandfitness.com	com.memphishealthandfitness
society19.com	com.society19
drkunalpatel.com	com.drkunalpatel
everydaytipsandthoughts.com	com.everydaytipsandthoughts
ngapaksoftware.tk	tk.ngapaksoftware
selfpowerful.com	com.selfpowerful
themhap.com	com.themhap
texashealthspineortho.org	org.texashealthspineortho
lauralwalsh.com	com.lauralwalsh
talentroastsociety.com	com.talentroastsociety
ireadlabelsforyou.com	com.ireadlabelsforyou
bald-hair-grow.com	com.bald-hair-grow
myonatural.com	com.myonatural
euro-drugs-shop.com	com.euro-drugs-shop
fertilityafter40.com	com.fertilityafter40
biotechnologyevents.com	com.biotechnologyevents
kidschildrenshealth.com	com.kidschildrenshealth
hillsphysiotherapy.com.au	au.com.hillsphysiotherapy
quackdown.info	info.quackdown
huginonline.com	com.huginonline
desertblood.info	info.desertblood
wellnesstalk.org	org.wellnesstalk
koloajodo.com	com.koloajodo
marsmedsupply.com	com.marsmedsupply
asuraprojects.com	com.asuraprojects
supplemania.net	net.supplemania
jmnn.org	org.jmnn
migrainenomorex.com	com.migrainenomorex
treatcurefast.com	com.treatcurefast
thedorsalstream.com	com.thedorsalstream
gopetsamerica.com	com.gopetsamerica
enp.mx	mx.enp
newspapers.com	com.newspapers
worldselectshop.com	com.worldselectshop
unu.edu	edu.unu
lylamorris.com	com.lylamorris
swissmobilitysolutions.com	com.swissmobilitysolutions
babytalkfestival.ie	ie.babytalkfestival
diabetesaid.com	com.diabetesaid
springhillchiropractor.com	com.springhillchiropractor
sunhealthwellbeing.org	org.sunhealthwellbeing
lawrencefallatdpm.com	com.lawrencefallatdpm
enlyterx.com	com.enlyterx
farmersnaturalfoods.com	com.farmersnaturalfoods
kidoinfo.com	com.kidoinfo
drlorichiro.com	com.drlorichiro
kenniemann.org	org.kenniemann
no-more-heart-disease.com	com.no-more-heart-disease
oregoninjuryclinic.com	com.oregoninjuryclinic
mimbeim.com	com.mimbeim
equisearch.com	com.equisearch
myvita.ca	ca.myvita
gurumaata.com	com.gurumaata
medeashealthylifestyleconcepts.com	com.medeashealthylifestyleconcepts
veroval.info	info.veroval
friendshipday2015s.com	com.friendshipday2015s
eveningprimrose.info	info.eveningprimrose
aoteapacific.co.nz	nz.co.aoteapacific
gotomvpeds.com	com.gotomvpeds
oncohemakey.com	com.oncohemakey
yogabycandace.com	com.yogabycandace
santegra.com	com.santegra
nutrawiki.org	org.nutrawiki
bodypak.pl	pl.bodypak
avalokana.in	in.avalokana
prothinspo.com	com.prothinspo
huntlycentre.com.au	au.com.huntlycentre
karlwellnesscenter.com	com.karlwellnesscenter
nextdaymedstore.com	com.nextdaymedstore
newporthealth.com	com.newporthealth
adviceonlicemd.com	com.adviceonlicemd
pharmacyeva.com	com.pharmacyeva
revolutiontelevision.net	net.revolutiontelevision
pcec360.com	com.pcec360
diet-rate.com	com.diet-rate
annapolisfootandankle.com	com.annapolisfootandankle
healtrx.us	us.healtrx
radiantlifecatalog.com	com.radiantlifecatalog
windsorpeak.com	com.windsorpeak
highlandfarminn.com	com.highlandfarminn
massagebook.com	com.massagebook
mmcri.org	org.mmcri
northernlighttechnologies.ca	ca.northernlighttechnologies
reverseheartdisease.news	news.reverseheartdisease
newshour.online	online.newshour
ayurclinic.com.au	au.com.ayurclinic
cocoart.org	org.cocoart
mytanplus.com	com.mytanplus
consumershealthreport.com	com.consumershealthreport
baby4you.co.nz	nz.co.baby4you
healthytop10s.com	com.healthytop10s
onsecondscoop.com	com.onsecondscoop
yourwebdoc.org	org.yourwebdoc
euro-kitchen.com	com.euro-kitchen
askdocweb.com	com.askdocweb
internetpdfarticles.com	com.internetpdfarticles
litsasfootcare.com	com.litsasfootcare
lettucedeliver.com.au	au.com.lettucedeliver
fitpregnancyandparenting.com	com.fitpregnancyandparenting
mbsjax.com	com.mbsjax
blisque.com	com.blisque
liumimgx.pw	pw.liumimgx
alexkrasne.com	com.alexkrasne
proven.cc	cc.proven
healthfactstips.com	com.healthfactstips
shtfandgo.com	com.shtfandgo
housatonicvalleypodiatriccenter.com	com.housatonicvalleypodiatriccenter
eatbydate.com	com.eatbydate
uni-hannover.de	de.uni-hannover
simplesolutionsforhealth.net	net.simplesolutionsforhealth
givingtuesdayarmenia.org	org.givingtuesdayarmenia
donnak.ga	ga.donnak
austinpodiatry.com	com.austinpodiatry
rxdrugsinfo.com	com.rxdrugsinfo
mayaclinic.in	in.mayaclinic
langfordchiropractic.com	com.langfordchiropractic
sidraforman.com	com.sidraforman
chirocaredowntown.com	com.chirocaredowntown
myhealthstoreonline.org	org.myhealthstoreonline
naturalmovementofcolors.com	com.naturalmovementofcolors
chemistwarehouse.hk	hk.chemistwarehouse
liveforyounow.com	com.liveforyounow
therapia.com	com.therapia
mattress-makers.com	com.mattress-makers
deerfencers.com	com.deerfencers
meegansciretto.com	com.meegansciretto
thesun.co.uk	uk.co.thesun
payyattention.com	com.payyattention
developinghumanbrain.org	org.developinghumanbrain
iau.ir	ir.iau
lifenutrition.com	com.lifenutrition
wearemitu.com	com.wearemitu
drjamesdvelarde.com	com.drjamesdvelarde
ifoundthecure.com	com.ifoundthecure
sogoodhealth.co.uk	uk.co.sogoodhealth
breannekallonen.com	com.breannekallonen
liceclinicscentralwi.com	com.liceclinicscentralwi
lilleaker.info	info.lilleaker
creatinemonohydrate.net	net.creatinemonohydrate
davidkirwan.com.au	au.com.davidkirwan
birchingtonmc.nhs.uk	uk.nhs.birchingtonmc
relieveallergyaz.com	com.relieveallergyaz
